Artikelcode;EANCode;Assortiment;Omschrijving;Voorraad
10264-3L;4054571233219;CLOTHING;CUBE BLACKLINE WS PANTS ANTHRACITE L (40);0
10264-4XL;4054571233226;CLOTHING;CUBE BLACKLINE WS PANTS ANTHRACITE XL (42);0
10264-5XXL;4054571233233;CLOTHING;CUBE BLACKLINE WS PANTS ANTHRACITE XXL (44);0
10264-6XXXL;4054571233240;CLOTHING;CUBE BLACKLINE WS PANTS ANTHRACITE XXXL (46);0
10267-0XS;4054571233257;CLOTHING;CUBE BLACKLINE WS RAIN PANTS BLACK XS (34);0
10267-1S;4054571233264;CLOTHING;CUBE BLACKLINE WS RAIN PANTS BLACK S (36);0
10267-2M;4054571233271;CLOTHING;CUBE BLACKLINE WS RAIN PANTS BLACK M (38);0
10267-3L;4054571233288;CLOTHING;CUBE BLACKLINE WS RAIN PANTS BLACK L (40);0
10267-4XL;4054571233295;CLOTHING;CUBE BLACKLINE WS RAIN PANTS BLACK XL (42);0
10267-5XXL;4054571233301;CLOTHING;CUBE BLACKLINE WS RAIN PANTS BLACK XXL (44);0
10267-6XXXL;4054571233318;CLOTHING;CUBE BLACKLINE WS RAIN PANTS BLACK XXXL (46);0
10272-0XS;4054571233615;CLOTHING;CUBE ATX WS JERSEY HALF ZIP L/S ROSE XS (34);0
10272-1S;4054571233622;CLOTHING;CUBE ATX WS JERSEY HALF ZIP L/S ROSE S (36);0
10272-2M;4054571233639;CLOTHING;CUBE ATX WS JERSEY HALF ZIP L/S ROSE M (38);0
10272-3L;4054571233646;CLOTHING;CUBE ATX WS JERSEY HALF ZIP L/S ROSE L (40);0
10272-4XL;4054571233653;CLOTHING;CUBE ATX WS JERSEY HALF ZIP L/S ROSE XL (42);0
10272-5XXL;4054571233660;CLOTHING;CUBE ATX WS JERSEY HALF ZIP L/S ROSE XXL (44);0
10272-6XXXL;4054571233677;CLOTHING;CUBE ATX WS JERSEY HALF ZIP L/S ROSE XXXL (46);0
10275-2XS;4054571194510;CLOTHING;CUBE GLOVES CMPT SPORT SHORT FINGER BLACK XS (6);0
10275-3S;4054571194527;CLOTHING;CUBE GLOVES CMPT SPORT SHORT FINGER BLACK S (7);0
10275-4M;4054571194534;CLOTHING;CUBE GLOVES CMPT SPORT SHORT FINGER BLACK M (8);0
10275-5L;4054571194541;CLOTHING;CUBE GLOVES CMPT SPORT SHORT FINGER BLACK L (9);0
10275-6XL;4054571194558;CLOTHING;CUBE GLOVES CMPT SPORT SHORT FINGER BLACK XL (10);0
10275-7XXL;4054571194565;CLOTHING;CUBE GLOVES CMPT SPORT SHORT FINGER BLACK XXL (11);0
10276-2XS;4054571194572;CLOTHING;CUBE GLOVES CMPT SPORT LONG FINGER BLACK XS (6);0
10276-3S;4054571194589;CLOTHING;CUBE GLOVES CMPT SPORT LONG FINGER BLACK S (7);0
10276-4M;4054571194596;CLOTHING;CUBE GLOVES CMPT SPORT LONG FINGER BLACK M (8);0
10276-5L;4054571194602;CLOTHING;CUBE GLOVES CMPT SPORT LONG FINGER BLACK L (9);0
10276-6XL;4054571194619;CLOTHING;CUBE GLOVES CMPT SPORT LONG FINGER BLACK XL (10);0
10276-7XXL;4054571194626;CLOTHING;CUBE GLOVES CMPT SPORT LONG FINGER BLACK XXL (11);0
10277-2XS;4054571194121;CLOTHING;CUBE GLOVES CMPT COMFORT LONG FINGER BLACK XS (6);0
10277-3S;4054571194138;CLOTHING;CUBE GLOVES CMPT COMFORT LONG FINGER BLACK S (7);0
10277-4M;4054571194145;CLOTHING;CUBE GLOVES CMPT COMFORT LONG FINGER BLACK M (8);0
10277-5L;4054571194152;CLOTHING;CUBE GLOVES CMPT COMFORT LONG FINGER BLACK L (9);0
10277-6XL;4054571194169;CLOTHING;CUBE GLOVES CMPT COMFORT LONG FINGER BLACK XL (10);0
10277-7XXL;4054571194176;CLOTHING;CUBE GLOVES CMPT COMFORT LONG FINGER BLACK XXL 11;0
10278-2XS;4054571194183;CLOTHING;CUBE GLOVES CMPT COMFORT SHORT FINGER BLACK XS (6);20
10278-3S;4054571194190;CLOTHING;CUBE GLOVES CMPT COMFORT SHORT FINGER BLACK S (7);90
10278-4M;4054571194206;CLOTHING;CUBE GLOVES CMPT COMFORT SHORT FINGER BLACK M (8);142
10278-5L;4054571194213;CLOTHING;CUBE GLOVES CMPT COMFORT SHORT FINGER BLACK L (9);167
10278-6XL;4054571194220;CLOTHING;CUBE GLOVES CMPT COMFORT SHORT FINGER BLACK XL 10;75
10278-7XXL;4054571194237;CLOTHING;CUBE GLOVES CMPT COMFORT SHORT FINGER BLACK XXL 11;39
1028;4260086851569;COMPONENTS;SQLAB SADDLE COVER NEOPRENE RACE;7
10280-0XXXS;4054571179845;CLOTHING;CUBE GLOVES ROOKIE LONG FINGER X AT BLUE XXXS (4);0
10280-1XXS;4054571179852;CLOTHING;CUBE GLOVES ROOKIE LONG FINGER X AT BLUE XXS (5);0
10280-2XS;4054571179869;CLOTHING;CUBE GLOVES ROOKIE LONG FINGER X AT BLUE XS (6);0
10281-0XXXS;4054571194428;CLOTHING;CUBE GLOVES ROOKIE LONG FINGER BLACK XXXS (4);0
10281-1XXS;4054571194435;CLOTHING;CUBE GLOVES ROOKIE LONG FINGER BLACK XXS (5);0
10281-2XS;4054571194442;CLOTHING;CUBE GLOVES ROOKIE LONG FINGER BLACK XS (6);0
10283-1S;4054571233691;CLOTHING;CUBE ATX ROUND NECK JERSEY TM L/S OLIVE S (36);1
10283-2M;4054571233707;CLOTHING;CUBE ATX ROUND NECK JERSEY TM L/S OLIVE M (38);3
10283-3L;4054571233714;CLOTHING;CUBE ATX ROUND NECK JERSEY TM L/S OLIVE L (40);5
10283-4XL;4054571233721;CLOTHING;CUBE ATX ROUND NECK JERSEY TM L/S OLIVE XL (42);3
10285-0XS;4054571233752;CLOTHING;CUBE ATX FLEECE JERSEY L/S BLACK XS;0
10285-1S;4054571233769;CLOTHING;CUBE ATX FLEECE JERSEY L/S BLACK S;0
10285-2M;4054571233776;CLOTHING;CUBE ATX FLEECE JERSEY L/S BLACK M;0
10285-3L;4054571233783;CLOTHING;CUBE ATX FLEECE JERSEY L/S BLACK L;0
10285-4XL;4054571233790;CLOTHING;CUBE ATX FLEECE JERSEY L/S BLACK XL;0
10285-5XXL;4054571233806;CLOTHING;CUBE ATX FLEECE JERSEY L/S BLACK XXL;0
10285-6XXXL;4054571233813;CLOTHING;CUBE ATX FLEECE JERSEY L/S BLACK XXXL;0
10286-5XXL;4054571233875;CLOTHING;CUBE ATX FLEECE JERSEY L/S MINT XXL;4
1029;4260086851576;COMPONENTS;SQLAB SADDLE COVER NEOPRENE TREKKING;35
10290-0XS;4054571233899;CLOTHING;CUBE ATX STORM JACKET BLACK XS;0
10290-1S;4054571233905;CLOTHING;CUBE ATX STORM JACKET BLACK S;0
10290-2M;4054571233912;CLOTHING;CUBE ATX STORM JACKET BLACK M;5
10290-3L;4054571233929;CLOTHING;CUBE ATX STORM JACKET BLACK L;6
10290-4XL;4054571233936;CLOTHING;CUBE ATX STORM JACKET BLACK XL;10
10290-5XXL;4054571233943;CLOTHING;CUBE ATX STORM JACKET BLACK XXL;6
10290-6XXXL;4054571233950;CLOTHING;CUBE ATX STORM JACKET BLACK XXXL;0
10291-0XS;4054571233967;CLOTHING;CUBE ATX STORM JACKET BEIGE XS;0
10291-1S;4054571233974;CLOTHING;CUBE ATX STORM JACKET BEIGE S;0
10291-2M;4054571233981;CLOTHING;CUBE ATX STORM JACKET BEIGE M;0
10291-3L;4054571233998;CLOTHING;CUBE ATX STORM JACKET BEIGE L;0
10291-4XL;4054571234001;CLOTHING;CUBE ATX STORM JACKET BEIGE XL;0
10291-5XXL;4054571234018;CLOTHING;CUBE ATX STORM JACKET BEIGE XXL;0
10291-6XXXL;4054571234025;CLOTHING;CUBE ATX STORM JACKET BEIGE XXXL;0
10294-0XS;4054571234100;CLOTHING;CUBE ATX WS JERSEY HALF ZIP CMPT S/S BERRY XS (34);0
10294-1S;4054571234117;CLOTHING;CUBE ATX WS JERSEY HALF ZIP CMPT S/S BERRY S (36);3
10294-2M;4054571234124;CLOTHING;CUBE ATX WS JERSEY HALF ZIP CMPT S/S BERRY M (38);8
10294-3L;4054571234131;CLOTHING;CUBE ATX WS JERSEY HALF ZIP CMPT S/S BERRY L (40);8
10294-4XL;4054571234148;CLOTHING;CUBE ATX WS JERSEY HALF ZIP CMPT S/S BERRY XL (42);3
10294-5XXL;4054571234155;CLOTHING;CUBE ATX WS JERSEY HALF ZIP CMPT S/S BERRY XXL 44;0
10294-6XXXL;4054571234162;CLOTHING;CUBE ATX WS JERSEY HALF ZIP CMPT S/S BERRY XXXL 46;0
10295-0XS;4054571234179;CLOTHING;CUBE ATX WS ROUND NECK JERSEY S/S MARBLE XS (34);0
10295-1S;4054571234186;CLOTHING;CUBE ATX WS ROUND NECK JERSEY S/S MARBLE S (36);0
10295-2M;4054571234193;CLOTHING;CUBE ATX WS ROUND NECK JERSEY S/S MARBLE M (38);0
10295-3L;4054571234209;CLOTHING;CUBE ATX WS ROUND NECK JERSEY S/S MARBLE L (40);0
10295-4XL;4054571234216;CLOTHING;CUBE ATX WS ROUND NECK JERSEY S/S MARBLE XL (42);0
10295-5XXL;4054571234223;CLOTHING;CUBE ATX WS ROUND NECK JERSEY S/S MARBLE XXL (44);0
10295-6XXXL;4054571234230;CLOTHING;CUBE ATX WS ROUND NECK JERSEY S/S MARBLE XXXL (46);0
10300;4260125819666;SPAREPARTS;CUBE BEARINGSET AMS/XMS/STEREO SHPC HORSTLINK;0
10301;4260125819673;SPAREPARTS;CUBE BEARINGSET STING/STEREO/FRITZZ HORSTLINK;0
10304;4260125819680;SPAREPARTS;CUBE BEARINGSET AMS/XMS MAIN BEARING;14
10309;4260125819710;SPAREPARTS;"CUBE BEARINGSET AMS 125 18""-22"" PIVOT ARM";5
10311;4260125819734;SPAREPARTS;CUBE BEARINGSET HANZZ HORSTLINK;5
10312;4260125819741;SPAREPARTS;CUBE BEARINGSET HANZZ MAIN BEARING;1
10313;4260125819758;SPAREPARTS;CUBE BEARINGSET HANZZ LINNKAGE/RS;1
10314;4250589409688;SPAREPARTS;CUBE BEARINGSET STEREO 2013< PIVOT ARM;66
10315;4250589409695;SPAREPARTS;CUBE BEARINGSET STEREO 2013< MAIN PIVOT;46
10316;4250589407318;SPAREPARTS;CUBE BEARINGSET TWO 15 PIVOT;4
10317;4250589407325;SPAREPARTS;CUBE BEARINGSET TWO 15 PIVOT ARM;4
10318;4250589407332;SPAREPARTS;CUBE BEARINGSET TWO 15 HORSTLINK;6
10320;4260125819765;SPAREPARTS;CUBE BEARINGSET AMS 110/120/130/150 MAIN BEARING;3
10321;4260125819772;SPAREPARTS;CUBE BEARINGSET AMS 110/120/130/150 HORSTLINK;1
10322;4260125819789;SPAREPARTS;CUBE BEARINGSET AMS 110/130/150 LINKAGE;0
10328;4250589403044;COMPONENTS;CUBE HEADSET ORBIT I WITH CARBON CAP;10
10332;4250589407509;SPAREPARTS;CUBE BEARINGSET STEREO FROM 2013 HORSTLINK;4
10334;4250589407493;SPAREPARTS;CUBE BOLT SET SHOCK STEREO 2013<;2
10335;4250589419731;SPAREPARTS;CUBE BOLT SET TWO 15 MAIN PIVOT;1
10335900;8720682571392;WHEELS;ERE GENUS II AE65 CARBON DISC REAR WHEEL SHIMANO;0
10335901;8720682571408;WHEELS;ERE GENUS II AE65 CARBON DISC FRONT WHEEL;0
10335902;8720682571415;WHEELS;ERE GENUS II AE65-R CARBON DISC REAR WHEEL SHIMANO;0
10335903;8720682571422;WHEELS;ERE GENUS II AE65-R CARBON DISC FRONT WHEEL;0
10335904;8720682571439;WHEELS;ERE GENUS II CL45 CARBON DISC REAR WHEEL SHIMANO;2
10335905;8720682571446;WHEELS;ERE GENUS II CL45 CARBON DISC FRONT WHEEL;1
10335906;8720682571453;WHEELS;ERE GENUS II CL45-R CARBON DISC REAR WHEEL SHIMANO;0
10335907;8720682571460;WHEELS;ERE GENUS II CL45-R CARBON DISC FRONT WHEEL;0
10335908;8720682571477;WHEELS;ERE GENUS II SL30 CARBON DISC REAR WHEEL SHIMANO;0
10335909;8720682571484;WHEELS;ERE GENUS II SL30 CARBON DISC FRONT WHEEL;0
10335910;8720682571491;WHEELS;ERE GENUS II SL30-R CARBON DISC REAR WHEEL SHIMANO;0
10335911;8720682571507;WHEELS;ERE GENUS II SL30-R CARBON DISC FRONT WHEEL;0
10337;4250589419755;SPAREPARTS;CUBE BOLT SET TWO 15 HORSTLINK;9
10358;4260125819949;SPAREPARTS;CUBE BOLT SET HORSTLINK AMS 110/130/150/XMS/DTC;0
10359;4250589455869;COMPONENTS;CUBE HEADSET FSA Z-T TOP ZERO-STACK 1 1/8 BLACK;18
10361;4250589455883;COMPONENTS;CUBE HEADSET FSA ORBIT C33 ACB I-T INTEGRATED BLCK;25
10389;4250589490570;SPAREPARTS;CUBE AXLE MTB STEREO HYBRID 120 27,5+ HPC;4
10399;4250589487907;COMPONENTS;RFR SPACER SET BLACK;125
10400;4250589403891;COMPONENTS;CUBE HEADSET SPACER SET CARBON;52
10400011;4026495620833;COMPONENTS;SCHWALBE INNER TUBE DV8B 40/54-457 40MM;0
10400013;4026495659611;COMPONENTS;SCHWALBE INNER TUBE SV7B 23/25-451 40MM;0
10400050;4026495748254;COMPONENTS;SCHWALBE INNER TUBE AV21 40/62-584 40MM;0
10400063.01;4026495831505;COMPONENTS;SCHWALBE INNER TUBE SV19 40/62-584/635 VM 40MM;0
10400070.01;4026495831529;COMPONENTS;SCHWALBE INNER TUBE AV17 28/47-622/635 VM 40MM;0
10400073;4026495732246;COMPONENTS;SCHWALBE INNER TUBE SV21F 27.5 INCH 54/75-584 40MM;0
10400083;4026495733106;COMPONENTS;SCHWALBE INNER TUBE SV15 700C 18/28-622/630 50MM;10617
10400090.01;4026495831208;COMPONENTS;SCHWALBE INNER TUBE AV19 40/62-584/635 VM 40MM;0
10400093;4026495733144;COMPONENTS;SCHWALBE INNER TUBE SV17 28 INCH 50MM;44
10400103;4026495734462;COMPONENTS;SCHWALBE INNER TUBE SV20 XLIGHT 18/25-622/630 50mm;485
10400153;4026495743754;COMPONENTS;SCHWALBE INNER TUBE SV21 27.5 INCH 40/62-584 40MM;122
10400163;4026495743792;COMPONENTS;SCHWALBE INNER TUBE SV21A XLIGHT 40/62-584 40MM;0
10400193.01;4026495774581;COMPONENTS;SCHWALBE INNER TUBE SV13J 26 INCH 90/120-559 40MM;21
10400243;4026495776561;COMPONENTS;SCHWALBE INNER TUBE SV13E AEROTHAN 54/62-559 40MM;66
10400253;4026495776585;COMPONENTS;SCHWALBE INNER TUBE SV21E AEROTHAN 54/62-584 40MM;49
10400263;4026495776608;COMPONENTS;SCHWALBE INNER TUBE SV19E AEROTHAN 54/62-622 40MM;61
10400323;4026495794947;COMPONENTS;SCHWALBE INNER TUBE SV19F FREERIDE 27.5-29 INCH;722
10400383;4026495803564;COMPONENTS;SCHWALBE INNER TUBE SV21FE AEROTHAN 62/75-584 40MM;73
10400413;4026495814027;COMPONENTS;SCHWALBE INNER TUBE SV20E AEROTHAN 23/28-622 40MM;197
10400423;4026495814041;COMPONENTS;SCHWALBE INNER TUBE SV16E AEROTHAN 28/35-622 40MM;33
10401;4250589487921;COMPONENTS;RFR SPACER SET GREEN;12
10402;4250589487914;COMPONENTS;RFR SPACER SET BLUE;30
10405310;4026495099769;COMPONENTS;SCHWALBE INNER TUBE AV1 12 INCH 47/62-203 40MM;21
10405311;4026495099783;COMPONENTS;SCHWALBE INNER TUBE DV1 47/62-203 32MM;0
10405320.01;4026495890588;COMPONENTS;SCHWALBE INNER TUBE AV1 45D 47/62-203 40MM;0
10406;4250589403921;COMPONENTS;CUBE HEADSET SPACER SET GREEN;66
10407;4250589403938;COMPONENTS;CUBE HEADSET SPACER SET RED;2
10407310;4026495099844;COMPONENTS;SCHWALBE INNER TUBE AV2 32/47-288/305 40MM;0
10407311;4026495099868;COMPONENTS;SCHWALBE INNER TUBE DV2 32/47-288/305 32MM;0
10407313;4026495099905;COMPONENTS;SCHWALBE INNER TUBE SV2 32/47-288/305 40MM;0
10407510;4026495476508;COMPONENTS;SCHWALBE INNER TUBE AV2A 47/60-254 40MM;25
10408;4250589487884;COMPONENTS;RFR SPACER SET CARBON;3
10409;4250589487891;COMPONENTS;RFR SPACER SET RED;11
10409310;4026495099929;COMPONENTS;SCHWALBE INNER TUBE AV3 16 INCH 47/62-305 40MM;26
10409311;4026495099943;COMPONENTS;SCHWALBE INNER TUBE DV3 47/62-305 32MM;0
10410;10410;SPAREPARTS;CUBE DROP OUT ADJUSTABLE 10410;15
10410310;4026495100007;COMPONENTS;SCHWALBE INNER TUBE AV4 28/37-340/355 40MM;0
10410311;4026495100021;COMPONENTS;SCHWALBE INNER TUBE DV4 28/37-340/355 32MM;0
10410313;4026495100045;COMPONENTS;SCHWALBE INNER TUBE SV4 28/37-340/355 40MM;0
10412310;4026495100069;COMPONENTS;SCHWALBE INNER TUBE AV5 32/47-355/400 40MM;0
10412311;4026495100083;COMPONENTS;SCHWALBE INNER TUBE DV5 32/47-355/400 32MM;25
10412313;4026495100106;COMPONENTS;SCHWALBE INNER TUBE SV5 32/47-355/400 40MM;0
10412513;4026495476522;COMPONENTS;SCHWALBE INNER TUBE SV5A 47/60-355 40MM;0
10413310;4026495100120;COMPONENTS;SCHWALBE INNER TUBE AV6 28/40-406 40MM;0
10413313;4026495100144;COMPONENTS;SCHWALBE INNER TUBE SV6 28/40-406 40MM;0
10414393;4026495434874;COMPONENTS;SCHWALBE INNER TUBE SV6A EXTRA LIGHT 23/40-406 40;0
10415310;4026495100168;COMPONENTS;SCHWALBE INNER TUBE AV7 20 INCH 40/62-406 40MM;24
10415313;4026495100229;COMPONENTS;SCHWALBE INNER TUBE SV7 20 INCH 40/62-406 40MM;0
10415611;4026495100182;COMPONENTS;SCHWALBE INNER TUBE DV7 40/62-406 40MM;0
10415710;4026495450508;COMPONENTS;SCHWALBE INNER TUBE AV7C XLIGHT 40/60-406 40MM;0
10415713;4026495450522;COMPONENTS;SCHWALBE INNER TUBE SV7C XLIGHT 40/60-406 40MM;0
10415740;4026495114660;COMPONENTS;SCHWALBE INNER TUBE AV7D TR4 DH 54/75-406 40MM;0
10416290;4026495613477;COMPONENTS;SCHWALBE INNER TUBE AV7B 23/25-451 40MM;0
10416310;4026495100243;COMPONENTS;SCHWALBE INNER TUBE AV7A 28/37-438/451 40MM;0
10416311;4026495100267;COMPONENTS;SCHWALBE INNER TUBE DV7A 28/37-438/451 32MM;0
10416313;4026495100281;COMPONENTS;SCHWALBE INNER TUBE SV7A 28/37-438/451 40MM;25
10417-0XS;4054571234315;CLOTHING;CUBE ATX WS STORM JACKET BEIGE XS (34);0
10417-1S;4054571234322;CLOTHING;CUBE ATX WS STORM JACKET BEIGE S (36);1
10417240;4026495613491;COMPONENTS;SCHWALBE INNER TUBE AV8A 25/28-489/501 40MM;0
10417-2M;4054571234339;CLOTHING;CUBE ATX WS STORM JACKET BEIGE M (38);1
10417310;4026495100304;COMPONENTS;SCHWALBE INNER TUBE AV8 28/44-484/501 40MM;25
10417311;4026495100328;COMPONENTS;SCHWALBE INNER TUBE DV8 28/44-484/501 32MM;0
10417313;4026495100342;COMPONENTS;SCHWALBE INNER TUBE SV8 28/44-484/501 40MM;0
10417-3L;4054571234346;CLOTHING;CUBE ATX WS STORM JACKET BEIGE L (40);0
10417-4XL;4054571234353;CLOTHING;CUBE ATX WS STORM JACKET BEIGE XL (42);0
10417-5XXL;4054571234360;CLOTHING;CUBE ATX WS STORM JACKET BEIGE XXL (44);0
10417-6XXXL;4054571234377;CLOTHING;CUBE ATX WS STORM JACKET BEIGE XXXL (46);0
10418343;4026495451123;COMPONENTS;SCHWALBE INNER TUBE SV9C 18/28-520 40MM;0
10419213;4026495620819;COMPONENTS;SCHWALBE INNER TUBE SV9A 20/28-540/541 40MM;0
10419240;4026495452793;COMPONENTS;SCHWALBE INNER TUBE AV9A 20/28-540/541 40MM;0
10419310;4026495100366;COMPONENTS;SCHWALBE INNER TUBE AV9 28/47-507/541 40MM;0
10419311;4026495100380;COMPONENTS;SCHWALBE INNER TUBE DV9 28/47-507/541 32MM;0
10419313;4026495100427;COMPONENTS;SCHWALBE INNER TUBE SV9 28/47-507/541 40MM;0
10420740;4026495098946;COMPONENTS;SCHWALBE INNER TUBE AV10D TR4 DH 54/75-507 40MM;0
10421310;4026495100441;COMPONENTS;SCHWALBE INNER TUBE AV10 24 INCH 40/62-507 40MM;31
10421611;4026495100465;COMPONENTS;SCHWALBE INNER TUBE DV10 40/62-507 40MM;0
10422213;4026495613538;COMPONENTS;SCHWALBE INNER TUBE SV11A 20/25-559/571 40MM;0
10422240;4026495613514;COMPONENTS;SCHWALBE INNER TUBE AV11A 20/25-559/571 40MM;0
10422313;4026495099004;COMPONENTS;SCHWALBE INNER TUBE SV11 XLIGHT 20/25-559/571 40;0
10422363;4026495099028;COMPONENTS;SCHWALBE INNER TUBE SV11 XLIGHT 20/25-559/571 60;0
10423223;4026495613576;COMPONENTS;SCHWALBE INNER TUBE SV12B 20/28-584/590 40MM;0
10423290;4026495613552;COMPONENTS;SCHWALBE INNER TUBE AV12B 20/28-584/590 40MM;0
10423340;4026495099042;COMPONENTS;SCHWALBE INNER TUBE AV12 30/47-559/597 40MM;0
10423343;4026495099103;COMPONENTS;SCHWALBE INNER TUBE SV12 30/47-559/597 40MM;0
10423611;4026495099066;COMPONENTS;SCHWALBE INNER TUBE DV12 30/47-559/597 40MM;0
10424340;4026495099301;COMPONENTS;SCHWALBE INNER TUBE AV14 XLIGHT 40/60-559 40MM;0
10424343;4026495099349;COMPONENTS;SCHWALBE INNER TUBE SV14 XLIGHT 40/60-559 40MM;0
10425-0XS;4054571234520;CLOTHING;CUBE ATX CYCLING TIGHTS BLACK XS (34);0
10425140.01;4026495831543;COMPONENTS;SCHWALBE INNER TUBE AV13 40/62-559 40MM;0
10425141.01;4026495831567;COMPONENTS;SCHWALBE INNER TUBE DV13 40/62-559 VM 40MM;0
10425143.01;4026495831581;COMPONENTS;SCHWALBE INNER TUBE SV13 40/62-559 VM 40MM;0
10425-1S;4054571234537;CLOTHING;CUBE ATX CYCLING TIGHTS BLACK S (36);0
10425-2M;4054571234544;CLOTHING;CUBE ATX CYCLING TIGHTS BLACK M (38);0
10425311;4026495099189;COMPONENTS;SCHWALBE INNER TUBE DV13 40/62-559 40MM;0
10425340;4026495099165;COMPONENTS;SCHWALBE INNER TUBE AV13 26 INCH 40/62-559 40MM;68
10425343;4026495099240;COMPONENTS;SCHWALBE INNER TUBE SV13 26 INCH 40/62-559 40MM;65
10425363;4026495099264;COMPONENTS;SCHWALBE INNER TUBE SV13 40/62-559 60MM;0
10425-3L;4054571234551;CLOTHING;CUBE ATX CYCLING TIGHTS BLACK L (40);0
10425-4XL;4054571234568;CLOTHING;CUBE ATX CYCLING TIGHTS BLACK XL (42);0
10425-5XXL;4054571234575;CLOTHING;CUBE ATX CYCLING TIGHTS BLACK XXL (44);0
10425-6XXXL;4054571234582;CLOTHING;CUBE ATX CYCLING TIGHTS BLACK XXXL (46);0
10425740;4026495099288;COMPONENTS;SCHWALBE INNER TUBE AV13D 26 INCH 54-75-559 40MM;23
10425790;4026495474221;COMPONENTS;SCHWALBE INNER TUBE AV13F TR4 FR 54/75-559 40MM;0
10425793;4026495478533;COMPONENTS;SCHWALBE INNER TUBE SV13F 26 INCH 54/75-559 40MM;33
10426343;4026495099721;COMPONENTS;SCHWALBE INNER TUBE SV20 XLIGHT 700C 40MM;552
10426363;4026495099745;COMPONENTS;SCHWALBE INNER TUBE SV20 XLIGHT 700C 60MM;4385
10426383;4026495450546;COMPONENTS;SCHWALBE INNER TUBE SV20 XLIGHT 700C 80MM;2750
10426-4XL;4054571234636;CLOTHING;CUBE ATX CYCLING TIGHTS W/O PAD BLACK XL (42);21
10426-5XXL;4054571234643;CLOTHING;CUBE ATX CYCLING TIGHTS W/O PAD BLACK XXL (44);16
10427143.01;4026495831604;COMPONENTS;SCHWALBE INNER TUBE SV15 18/28-622/630 VM 40MM;0
10427163.01;4026495831628;COMPONENTS;SCHWALBE INNER TUBE SV15 18/28-622/630 VM 60MM;0
10427340;4026495099448;COMPONENTS;SCHWALBE INNER TUBE AV15 18/28-622/630 40MM;0
10427343;4026495099509;COMPONENTS;SCHWALBE INNER TUBE SV15 700C 18/28-622/630 40MM;1426
10427363;4026495099523;COMPONENTS;SCHWALBE INNER TUBE SV15 700C 18/28-622/630 60MM;1974
10427611;4026495099462;COMPONENTS;SCHWALBE INNER TUBE DV15 18/28-622/630 40MM;0
10429141.01;4026495831642;COMPONENTS;SCHWALBE INNER TUBE DV17 28/47-622/635 VM 40MM;0
10429143.01;4026495831666;COMPONENTS;SCHWALBE INNER TUBE SV17 28/47-622/635 VM 40MM;0
10429311;4026495098526;COMPONENTS;SCHWALBE INNER TUBE DV17 28 INCH 28/47-622/635;55
10429340;4026495098502;COMPONENTS;SCHWALBE INNER TUBE AV17 28 INCH 28/47-622/635;42
10429343;4026495098564;COMPONENTS;SCHWALBE INNER TUBE SV17 28 INCH 40MM;0
10429363;4026495098588;COMPONENTS;SCHWALBE INNER TUBE SV17 28 INCH 60MM;78
10430311;4026495099660;COMPONENTS;SCHWALBE INNER TUBE DV19 40/62-584/635 40MM;0
10430340;4026495099646;COMPONENTS;SCHWALBE INNER TUBE AV19 27.5-29 INCH 40MM;47
10430343;4026495099707;COMPONENTS;SCHWALBE INNER TUBE SV19 27.5-29 INCH 40MM;257
10431311;4026495099547;COMPONENTS;SCHWALBE INNER TUBE DV16 28/32-622/630 40MM;0
10431343;4026495099585;COMPONENTS;SCHWALBE INNER TUBE SV16 28 INCH NARROW 40MM;35
10431363;4026495477536;COMPONENTS;SCHWALBE INNER TUBE SV16 28/32-622/630 60MM;127
10432340;4026495098960;COMPONENTS;SCHWALBE INNER TUBE AV12A 25/40-559 40MM;0
10432341;4026495678230;COMPONENTS;SCHWALBE INNER TUBE DV12A 25/40-559 40MM;0
10432343;4026495099141;COMPONENTS;SCHWALBE INNER TUBE SV12A 25/40-559 40MM;0
10436-0XS;4054571234872;CLOTHING;CUBE VERTEX SHIRT L/S GREY XS;0
10436-1S;4054571234889;CLOTHING;CUBE VERTEX SHIRT L/S GREY S;2
10436-2M;4054571234896;CLOTHING;CUBE VERTEX SHIRT L/S GREY M;7
10436-3L;4054571234902;CLOTHING;CUBE VERTEX SHIRT L/S GREY L;6
10436-4XL;4054571234919;CLOTHING;CUBE VERTEX SHIRT L/S GREY XL;0
10436-5XXL;4054571234926;CLOTHING;CUBE VERTEX SHIRT L/S GREY XXL;0
10436-6XXXL;4054571234933;CLOTHING;CUBE VERTEX SHIRT L/S GREY XXXL;0
10437-0XS;4054571234940;CLOTHING;CUBE VERTEX HOODIE BLACK XS;0
10437-1S;4054571234957;CLOTHING;CUBE VERTEX HOODIE BLACK S;0
10437-2M;4054571234964;CLOTHING;CUBE VERTEX HOODIE BLACK M;0
10437-3L;4054571234971;CLOTHING;CUBE VERTEX HOODIE BLACK L;0
10437-4XL;4054571234988;CLOTHING;CUBE VERTEX HOODIE BLACK XL;0
10437-5XXL;4054571234995;CLOTHING;CUBE VERTEX HOODIE BLACK XXL;0
10437-6XXXL;4054571235008;CLOTHING;CUBE VERTEX HOODIE BLACK XXXL;0
10438-0XS;4054571235015;CLOTHING;CUBE VERTEX ROUND NECK JERSEY PRO L/S BLACK XS;0
10438-1S;4054571176479;CLOTHING;CUBE VERTEX ROUND NECK JERSEY PRO L/S BLACK S;0
